Attack category,Attack subcategory,Protocol,Port_Category,Duration_Cat,Emission
Fuzzers,OSPF,sat-expak,Other,Short,sat-expak_Other_Short
Exploits,FTP,tcp,Ephemeral,Medium,tcp_Ephemeral_Medium
Analysis,HTML,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,nsfnet-igp,Other,Short,nsfnet-igp_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Backdoor,Unknown,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,Browser,tcp,Web,Short,tcp_Web_Short
Fuzzers,PPTP,tcp,Registered,Medium,tcp_Registered_Medium
DoS,Miscellaneous,leaf-2,Other,Short,leaf-2_Other_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
DoS,Miscellaneous,dcn,Other,Short,dcn_Other_Short
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Exploits,SMB,ospf,Other,Medium,ospf_Other_Medium
Generic,SIP,udp,Registered,Short,udp_Registered_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,OSPF,ospf,Other,Short,ospf_Other_Short
Reconnaissance,ICMP,br-sat-mon,Other,Short,br-sat-mon_Other_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Fuzzers,SMB,tcp,Other,Short,tcp_Other_Short
Exploits,Miscellaneous,sctp,Other,Short,sctp_Other_Short
Fuzzers,FTP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,sun-nd,Other,Short,sun-nd_Other_Short
Reconnaissance,ICMP,pup,Other,Short,pup_Other_Short
Exploits,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
Generic,IXIA,tcp,Web,Medium,tcp_Web_Medium
Backdoor,Unknown,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,etherip,Other,Short,etherip_Other_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,tcp,Registered,Medium,tcp_Registered_Medium
Reconnaissance,SNMP,udp,SNMP,Short,udp_SNMP_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Exploits,Browser,tcp,Web,Short,tcp_Web_Short
Exploits,PPTP,tcp,Registered,Short,tcp_Registered_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Generic,IXIA,tcp,Web,Medium,tcp_Web_Medium
DoS,Miscellaneous,trunk-1,Other,Short,trunk-1_Other_Short
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Exploits,SMB,prm,Other,Short,prm_Other_Short
Fuzzers,PPTP,tcp,Registered,Short,tcp_Registered_Short
Exploits,Miscellaneous,ipnip,Other,Short,ipnip_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Exploits,Miscellaneous,tcp,Web,Short,tcp_Web_Short
DoS,Miscellaneous,wb-expak,Other,Short,wb-expak_Other_Short
Reconnaissance,ICMP,leaf-2,Other,Short,leaf-2_Other_Short
DoS,IGMP,unas,Other,Short,unas_Other_Short
Fuzzers,SMB,udp,Other,Long,udp_Other_Long
DoS,Miscellaneous,ospf,Other,Long,ospf_Other_Long
DoS,Miscellaneous,trunk-1,Other,Short,trunk-1_Other_Short
Backdoor,Unknown,ospf,Other,Long,ospf_Other_Long
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
DoS,Miscellaneous,vines,Other,Short,vines_Other_Short
Exploits,MSSQL,tcp,Database,Medium,tcp_Database_Medium
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Backdoor,Unknown,mtp,Other,Short,mtp_Other_Short
Exploits,SIP,unas,Other,Short,unas_Other_Short
Reconnaissance,ICMP,ipv6-opts,Other,Short,ipv6-opts_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
DoS,Miscellaneous,tcp,Registered,Medium,tcp_Registered_Medium
DoS,Miscellaneous,sdrp,Other,Short,sdrp_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,OSPF,ptp,Other,Short,ptp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,PPTP,tcp,Registered,Short,tcp_Registered_Short
Analysis,Port Scanners,unas,Other,Short,unas_Other_Short
DoS,TCP,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,gmtp,Other,Short,gmtp_Other_Short
Exploits,Apache,prm,Other,Short,prm_Other_Short
Exploits,SMB,zero,Other,Short,zero_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Miscellaneous,ipv6,Other,Short,ipv6_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,OSPF,sep,Other,Short,sep_Other_Short
Exploits,SMB,zero,Other,Short,zero_Other_Short
DoS,Miscellaneous,vmtp,Other,Short,vmtp_Other_Short
Exploits,Telnet,tcp,Other,Medium,tcp_Other_Medium
Exploits,Browser FTP,tcp,Registered,Medium,tcp_Registered_Medium
Exploits,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
DoS,Miscellaneous,idpr,Other,Short,idpr_Other_Short
Exploits,Miscellaneous,ib,Other,Short,ib_Other_Short
Exploits,Clientside,tcp,Mail,Long,tcp_Mail_Long
Exploits,Web Application,ospf,Other,Medium,ospf_Other_Medium
DoS,DNS,udp,DNS,Short,udp_DNS_Short
DoS,Microsoft Office,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,SMB,unas,Other,Short,unas_Other_Short
Fuzzers,BGP,tcp,Other,Long,tcp_Other_Long
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,HTTP,tcp,Web,Medium,tcp_Web_Medium
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
Fuzzers,PPTP,tcp,Registered,Medium,tcp_Registered_Medium
Exploits,Clientside,tcp,Mail,Short,tcp_Mail_Short
DoS,Miscellaneous,cbt,Other,Medium,cbt_Other_Medium
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Exploits,Browser FTP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Analysis,Port Scanner,unas,Other,Short,unas_Other_Short
Exploits,Apache,vmtp,Other,Short,vmtp_Other_Short
Generic,SIP,udp,Registered,Medium,udp_Registered_Medium
Generic,IXIA,ipv6-no,Other,Short,ipv6-no_Other_Short
Reconnaissance,HTTP,tcp,Web,Medium,tcp_Web_Medium
Generic,IXIA,ospf,Other,Long,ospf_Other_Long
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Backdoor,Unknown,cftp,Other,Short,cftp_Other_Short
DoS,RDP,stp,Other,Short,stp_Other_Short
Exploits,Miscellaneous,tlsp,Other,Short,tlsp_Other_Short
Exploits,Miscellaneous,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
Fuzzers,OSPF,ospf,Other,Long,ospf_Other_Long
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,DCERPC,tcp,Other,Short,tcp_Other_Short
Backdoor,Unknown,sctp,Other,Short,sctp_Other_Short
Fuzzers,OSPF,cftp,Other,Short,cftp_Other_Short
DoS,Miscellaneous,sctp,Other,Short,sctp_Other_Short
Fuzzers,OSPF,ospf,Other,Long,ospf_Other_Long
DoS,Miscellaneous,emcon,Other,Short,emcon_Other_Short
Exploits,FTP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Miscellaneous,tcp,Mail,Medium,tcp_Mail_Medium
DoS,Miscellaneous,tcp,Registered,Medium,tcp_Registered_Medium
Fuzzers,SMB,udp,Other,Long,udp_Other_Long
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Short,tcp_RPC_Short
Exploits,Browser,tcp,Web,Short,tcp_Web_Short
Exploits,Miscellaneous,tcp,Registered,Medium,tcp_Registered_Medium
Exploits,Browser,tcp,Ephemeral,Short,tcp_Ephemeral_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,HTTP,st2,Other,Medium,st2_Other_Medium
Exploits,Apache,ospf,Other,Long,ospf_Other_Long
Exploits,POP3,tcp,Mail,Short,tcp_Mail_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
DoS,Miscellaneous,st2,Other,Medium,st2_Other_Medium
Exploits,Miscellaneous,stp,Other,Short,stp_Other_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,SCADA,any,Other,Short,any_Other_Short
Exploits,Browser,unas,Other,Short,unas_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,SMB,prm,Other,Short,prm_Other_Short
DoS,IGMP,iso-ip,Other,Short,iso-ip_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,FTP,tcp,Other,Medium,tcp_Other_Medium
Shellcode,Decoders,udp,Registered,Short,udp_Registered_Short
Exploits,Miscellaneous,iso-ip,Other,Short,iso-ip_Other_Short
DoS,NetBIOS/SMB,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,netblt,Other,Short,netblt_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Fuzzers,OSPF,ospf,Other,Medium,ospf_Other_Medium
Exploits,Browser,tcp,Web,Short,tcp_Web_Short
Exploits,Clientside,tcp,Web,Medium,tcp_Web_Medium
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Miscellaneous,nsfnet-igp,Other,Short,nsfnet-igp_Other_Short
Fuzzers,OSPF,ipnip,Other,Short,ipnip_Other_Short
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,SMB,netblt,Other,Short,netblt_Other_Short
Exploits,Browser,tcp,Web,Short,tcp_Web_Short
DoS,Miscellaneous,tcp,Registered,Short,tcp_Registered_Short
Backdoor,Unknown,ospf,Other,Long,ospf_Other_Long
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
DoS,Miscellaneous,idpr,Other,Short,idpr_Other_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,ICMP,ospf,Other,Long,ospf_Other_Long
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Generic,IXIA,pim,Other,Medium,pim_Other_Medium
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Generic,IXIA,tcp,Mail,Medium,tcp_Mail_Medium
DoS,NetBIOS/SMB,ipv6-frag,Other,Short,ipv6-frag_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
DoS,IGMP,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,SMB,tcp,Other,Short,tcp_Other_Short
DoS,Miscellaneous,leaf-1,Other,Short,leaf-1_Other_Short
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,SMB,tcp,Other,Short,tcp_Other_Short
Exploits,Browser,tcp,Other,Medium,tcp_Other_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,HTTP,tcp,Web,Long,tcp_Web_Long
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
DoS,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Exploits,SMB,ospf,Other,Short,ospf_Other_Short
Exploits,DCERPC,tcp,Registered,Medium,tcp_Registered_Medium
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,SCADA,pvp,Other,Short,pvp_Other_Short
Exploits,Miscellaneous,any,Other,Short,any_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Analysis,Port Scanners,pipe,Other,Short,pipe_Other_Short
Fuzzers,OSPF,sctp,Other,Medium,sctp_Other_Medium
Analysis,Port Scanners,fire,Other,Short,fire_Other_Short
Backdoor,Unknown,tcp,Registered,Short,tcp_Registered_Short
Fuzzers,PPTP,tcp,Registered,Medium,tcp_Registered_Medium
Fuzzers,OSPF,iplt,Other,Short,iplt_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,Browser,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,SunRPC Portmapper (UDP),tcp,RPC,Short,tcp_RPC_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,tcp,Web,Short,tcp_Web_Short
DoS,Browser,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,FTP,tcp,Other,Short,tcp_Other_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Miscellaneous,tcp,Database,Medium,tcp_Database_Medium
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,RTSP,swipe,Other,Short,swipe_Other_Short
DoS,HTTP,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Reconnaissance,ICMP,encap,Other,Short,encap_Other_Short
Exploits,Browser,unas,Other,Short,unas_Other_Short
Exploits,Apache,trunk-1,Other,Short,trunk-1_Other_Short
DoS,TCP,gre,Other,Short,gre_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Fuzzers,OSPF,sctp,Other,Short,sctp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Short,tcp_RPC_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,pup,Other,Short,pup_Other_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Generic,IXIA,tcp,Registered,Medium,tcp_Registered_Medium
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,rsvp,Other,Short,rsvp_Other_Short
Exploits,Webserver,tcp,Web,Medium,tcp_Web_Medium
DoS,RDP,tlsp,Other,Short,tlsp_Other_Short
Exploits,Web Application,ospf,Other,Long,ospf_Other_Long
Fuzzers,OSPF,ospf,Other,Long,ospf_Other_Long
Exploits,Browser,tcp,Web,Short,tcp_Web_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,tcp,Registered,Medium,tcp_Registered_Medium
DoS,Miscellaneous,wsn,Other,Short,wsn_Other_Short
Exploits,POP3,tcp,Mail,Short,tcp_Mail_Short
Exploits,Miscellaneous Batch,tcp,Web,Medium,tcp_Web_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,HTTP,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Clientside Microsoft,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Web Application,tcp,Registered,Medium,tcp_Registered_Medium
DoS,TCP,ospf,Other,Short,ospf_Other_Short
Exploits,SMB,ospf,Other,Short,ospf_Other_Short
Exploits,Clientside,tcp,Registered,Short,tcp_Registered_Short
Exploits,SMB,tcf,Other,Short,tcf_Other_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
DoS,NetBIOS/SMB,unas,Other,Short,unas_Other_Short
Exploits,Microsoft IIS,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Generic,TFTP,udp,Other,Short,udp_Other_Short
Exploits,Cisco IOS,tcp,Web,Medium,tcp_Web_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
DoS,IGMP,unas,Other,Short,unas_Other_Short
Reconnaissance,ICMP,sctp,Other,Short,sctp_Other_Short
Fuzzers,OSPF,ipcv,Other,Short,ipcv_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
DoS,Miscellaneous,ifmp,Other,Short,ifmp_Other_Short
Exploits,Miscellaneous,igp,Other,Short,igp_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Exploits,Miscellaneous,stp,Other,Short,stp_Other_Short
Reconnaissance,ICMP,leaf-2,Other,Short,leaf-2_Other_Short
Exploits,Clientside,tcp,Web,Medium,tcp_Web_Medium
Exploits,Webserver,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Exploits,Browser,tcp,Ephemeral,Medium,tcp_Ephemeral_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Generic,IXIA,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,ib,Other,Short,ib_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Shellcode,Windows,tcp,Registered,Short,tcp_Registered_Short
Generic,IXIA,tcp,Registered,Medium,tcp_Registered_Medium
Generic,IXIA,tcp,Registered,Short,tcp_Registered_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Reconnaissance,ICMP,ib,Other,Short,ib_Other_Short
Exploits,Clientside,tcp,Web,Short,tcp_Web_Short
Reconnaissance,SunRPC Portmapper (UDP) TCP Service,udp,RPC,Short,udp_RPC_Short
Exploits,Miscellaneous,sps,Other,Short,sps_Other_Short
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Reconnaissance,ICMP,isis,Other,Short,isis_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,cpnx,Other,Short,cpnx_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Generic,IXIA,sm,Other,Short,sm_Other_Short
Exploits,Miscellaneous,qnx,Other,Short,qnx_Other_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Exploits,SMB,tcp,Other,Medium,tcp_Other_Medium
Exploits,Clientside,netblt,Other,Short,netblt_Other_Short
Fuzzers,DCERPC,tcp,Other,Medium,tcp_Other_Medium
Generic,IXIA,larp,Other,Short,larp_Other_Short
Fuzzers,OSPF,sctp,Other,Short,sctp_Other_Short
DoS,Miscellaneous,ipip,Other,Short,ipip_Other_Short
Backdoor,Unknown,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Exploits,SCADA,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Analysis,Port Scanners,unas,Other,Short,unas_Other_Short
Reconnaissance,ICMP,ipv6,Other,Short,ipv6_Other_Short
Worms,ALL,tcp,Web,Long,tcp_Web_Long
Exploits,Miscellaneous,tcp,Registered,Short,tcp_Registered_Short
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Backdoor,Unknown,tcp,Registered,Medium,tcp_Registered_Medium
DoS,HTTP,tcp,Web,Short,tcp_Web_Short
Exploits,Miscellaneous,sps,Other,Short,sps_Other_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,RADIUS,udp,Registered,Short,udp_Registered_Short
Backdoor,Unknown,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,cftp,Other,Short,cftp_Other_Short
Fuzzers,OSPF,gre,Other,Short,gre_Other_Short
Exploits,Miscellaneous,wsn,Other,Short,wsn_Other_Short
Reconnaissance,HTTP,tcp,Web,Short,tcp_Web_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,Syslog,udp,Other,Long,udp_Other_Long
DoS,Asterisk,unas,Other,Short,unas_Other_Short
Exploits,PHP,unas,Other,Short,unas_Other_Short
Fuzzers,SMB,udp,Other,Long,udp_Other_Long
Exploits,Clientside,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,DCERPC,tcp,Other,Short,tcp_Other_Short
DoS,Browser,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,ICMP,tp++,Other,Short,tp++_Other_Short
DoS,Miscellaneous,pup,Other,Short,pup_Other_Short
Exploits,Apache,tcp,Web,Short,tcp_Web_Short
DoS,RDP,unas,Other,Short,unas_Other_Short
Exploits,SMB,leaf-1,Other,Short,leaf-1_Other_Short
Exploits,SunRPC,udp,Registered,Short,udp_Registered_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Exploits,Cisco IOS,tcp,Web,Short,tcp_Web_Short
Exploits,Clientside,tcp,Mail,Short,tcp_Mail_Short
Reconnaissance,ICMP,xnet,Other,Short,xnet_Other_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,sps,Other,Short,sps_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,sctp,Other,Short,sctp_Other_Short
Exploits,TCP,pri-enc,Other,Short,pri-enc_Other_Short
Exploits,Browser,tcp,Web,Short,tcp_Web_Short
Exploits,Miscellaneous,qnx,Other,Short,qnx_Other_Short
Generic,IXIA,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,BGP,tcp,Other,Long,tcp_Other_Long
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,OSPF,snp,Other,Short,snp_Other_Short
Exploits,Miscellaneous,egp,Other,Short,egp_Other_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Exploits,Browser FTP,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Shellcode,Decoders,udp,Registered,Short,udp_Registered_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Exploits,Browser FTP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,ICMP,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,ospf,Other,Long,ospf_Other_Long
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,IDS,udp,DNS,Short,udp_DNS_Short
Exploits,Cisco IOS,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,leaf-2,Other,Short,leaf-2_Other_Short
DoS,NetBIOS/SMB,leaf-2,Other,Short,leaf-2_Other_Short
Exploits,RTSP,ospf,Other,Short,ospf_Other_Short
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Shellcode,BSD,udp,Registered,Short,udp_Registered_Short
Exploits,Miscellaneous,irtp,Other,Short,irtp_Other_Short
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Fuzzers,OSPF,vines,Other,Short,vines_Other_Short
Exploits,Miscellaneous Batch,sctp,Other,Short,sctp_Other_Short
DoS,Miscellaneous,sat-mon,Other,Short,sat-mon_Other_Short
Fuzzers,OSPF,larp,Other,Short,larp_Other_Short
DoS,Miscellaneous,tcp,Registered,Short,tcp_Registered_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
DoS,SSL,tcp,HTTPS,Medium,tcp_HTTPS_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Exploits,Clientside,ospf,Other,Long,ospf_Other_Long
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,smp,Other,Short,smp_Other_Short
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
Fuzzers,HTTP,tcp,Web,Medium,tcp_Web_Medium
